Dataset,original dim,intrinsic dim_L1,intrinsic dim_L2,No. of instances
Project1618,14,5.685682410751705,3.827289946755727,44
Project1619,14,3.9028639338031295,4.194124408916653,47
Project1620,14,5.438130828907133,6.20117669405206,46
Project1621,14,4.1941244089166485,9.632255237823783,59
Project1622,14,7.9667176665487816,2.909543991265481,50
Project1623,14,5.438130828907133,4.5356391227770585,52
Project1624,14,3.4310785437717226,3.4310785437717226,59
Project1625,14,4.1941244089166485,3.4310785437717226,41
Project1626,14,4.855104802408035,3.4310785437717226,55
Project1627,14,8.438503056580188,5.438130828907133,46
Project1628,14,5.438130828907129,4.333570249901798,42
